X,Y,Accuracy,Player,Period
7,1,0%,Salmon,2 point
8,1,0%,Salmon,2 point
1,2,0%,Salmon,2 point
2,2,100%,Salmon,2 point
3,2,0%,Salmon,2 point
4,2,0%,Salmon,2 point
5,2,0%,Salmon,2 point
6,2,100%,Salmon,2 point
7,2,0%,Salmon,2 point
8,2,0%,Salmon,2 point
1,3,0%,Salmon,2 point
2,3,0%,Salmon,2 point
3,3,0%,Salmon,2 point
4,3,0%,Salmon,2 point
5,3,0%,Salmon,2 point
6,3,0%,Salmon,2 point
7,3,0%,Salmon,2 point
8,3,0%,Salmon,2 point
1,4,0%,Salmon,2 point
2,4,0%,Salmon,2 point
3,4,0%,Salmon,2 point
4,4,0%,Salmon,2 point
5,4,0%,Salmon,2 point
6,4,0%,Salmon,2 point
7,4,0%,Salmon,2 point
8,4,0%,Salmon,2 point
1,5,0%,Salmon,2 point
2,5,0%,Salmon,2 point
3,5,0%,Salmon,2 point
4,5,0%,Salmon,2 point
5,5,0%,Salmon,2 point
6,5,0%,Salmon,2 point
7,5,0%,Salmon,2 point
8,5,0%,Salmon,2 point
1,1,100%,Schwalger,2 point
2,1,0%,Schwalger,2 point
3,1,100%,Schwalger,2 point
4,1,0%,Schwalger,2 point
5,1,0%,Schwalger,2 point
6,1,0%,Schwalger,2 point
7,1,100%,Schwalger,2 point
8,1,100%,Schwalger,2 point
1,2,0%,Schwalger,2 point
2,2,0%,Schwalger,2 point
3,2,0%,Schwalger,2 point
4,2,0%,Schwalger,2 point
5,2,0%,Schwalger,2 point
6,2,0%,Schwalger,2 point
7,2,0%,Schwalger,2 point
8,2,0%,Schwalger,2 point
1,3,0%,Schwalger,2 point
2,3,100%,Schwalger,2 point
3,3,0%,Schwalger,2 point
4,3,0%,Schwalger,2 point
5,3,0%,Schwalger,2 point
6,3,0%,Schwalger,2 point
7,3,0%,Schwalger,2 point
8,3,0%,Schwalger,2 point
1,4,0%,Schwalger,2 point
2,4,0%,Schwalger,2 point
3,4,0%,Schwalger,2 point
4,4,0%,Schwalger,2 point
5,4,0%,Schwalger,2 point
6,4,0%,Schwalger,2 point
7,4,0%,Schwalger,2 point
8,4,0%,Schwalger,2 point
1,5,0%,Schwalger,2 point
2,5,0%,Schwalger,2 point
3,5,0%,Schwalger,2 point
4,5,0%,Schwalger,2 point
5,5,0%,Schwalger,2 point
6,5,0%,Schwalger,2 point
7,5,0%,Schwalger,2 point
8,5,0%,Schwalger,2 point
1,1,0%,Selby-Rickett,2 point
2,1,0%,Selby-Rickett,2 point
3,1,0%,Selby-Rickett,2 point
4,1,0%,Selby-Rickett,2 point
5,1,0%,Selby-Rickett,2 point
6,1,0%,Selby-Rickett,2 point
7,1,0%,Selby-Rickett,2 point
8,1,100%,Selby-Rickett,2 point
1,2,0%,Selby-Rickett,2 point
2,2,100%,Selby-Rickett,2 point
3,2,100%,Selby-Rickett,2 point
4,2,0%,Selby-Rickett,2 point
5,2,0%,Selby-Rickett,2 point
6,2,0%,Selby-Rickett,2 point
7,2,0%,Selby-Rickett,2 point
8,2,0%,Selby-Rickett,2 point
1,3,0%,Selby-Rickett,2 point
2,3,0%,Selby-Rickett,2 point
3,3,0%,Selby-Rickett,2 point
4,3,0%,Selby-Rickett,2 point
5,3,0%,Selby-Rickett,2 point
6,3,0%,Selby-Rickett,2 point
7,3,0%,Selby-Rickett,2 point
8,3,0%,Selby-Rickett,2 point
1,4,0%,Selby-Rickett,2 point
2,4,0%,Selby-Rickett,2 point
3,4,0%,Selby-Rickett,2 point
4,4,0%,Selby-Rickett,2 point
5,4,0%,Selby-Rickett,2 point
6,4,0%,Selby-Rickett,2 point
7,4,0%,Selby-Rickett,2 point
8,4,0%,Selby-Rickett,2 point
1,5,100%,Selby-Rickett,2 point
2,5,50%,Selby-Rickett,2 point
3,5,0%,Selby-Rickett,2 point
4,5,50%,Selby-Rickett,2 point
5,5,0%,Selby-Rickett,2 point
6,5,100%,Selby-Rickett,2 point
7,5,0%,Selby-Rickett,2 point
8,5,100%,Selby-Rickett,2 point
1,1,0%,Southby,2 point
2,1,0%,Southby,2 point
3,1,0%,Southby,2 point
4,1,0%,Southby,2 point
5,1,0%,Southby,2 point
6,1,0%,Southby,2 point
7,1,0%,Southby,2 point
8,1,0%,Southby,2 point
1,2,0%,Southby,2 point
2,2,0%,Southby,2 point
3,2,0%,Southby,2 point
4,2,0%,Southby,2 point
5,2,0%,Southby,2 point
6,2,0%,Southby,2 point
7,2,0%,Southby,2 point
8,2,0%,Southby,2 point
1,3,0%,Southby,2 point
2,3,0%,Southby,2 point
3,3,0%,Southby,2 point
4,3,0%,Southby,2 point
5,3,0%,Southby,2 point
6,3,0%,Southby,2 point
7,3,0%,Southby,2 point
8,3,0%,Southby,2 point
1,4,0%,Southby,2 point
2,4,0%,Southby,2 point
3,4,0%,Southby,2 point
4,4,100%,Southby,2 point
5,4,0%,Southby,2 point
6,4,0%,Southby,2 point
7,4,0%,Southby,2 point
8,4,0%,Southby,2 point
1,5,0%,Southby,2 point
2,5,100%,Southby,2 point
3,5,0%,Southby,2 point
4,5,0%,Southby,2 point
5,5,0%,Southby,2 point
6,5,0%,Southby,2 point
7,5,0%,Southby,2 point
8,5,100%,Southby,2 point
1,1,0%,Taylor,2 point
2,1,0%,Taylor,2 point
3,1,0%,Taylor,2 point
4,1,0%,Taylor,2 point
5,1,0%,Taylor,2 point
6,1,0%,Taylor,2 point
7,1,0%,Taylor,2 point
8,1,0%,Taylor,2 point
1,2,0%,Taylor,2 point
2,2,0%,Taylor,2 point
3,2,0%,Taylor,2 point
4,2,0%,Taylor,2 point
5,2,0%,Taylor,2 point
6,2,0%,Taylor,2 point
7,2,0%,Taylor,2 point
8,2,0%,Taylor,2 point
1,3,0%,Taylor,2 point
2,3,0%,Taylor,2 point
3,3,0%,Taylor,2 point
4,3,0%,Taylor,2 point
5,3,0%,Taylor,2 point
6,3,0%,Taylor,2 point
7,3,0%,Taylor,2 point
8,3,0%,Taylor,2 point
1,4,0%,Taylor,2 point
2,4,0%,Taylor,2 point
3,4,0%,Taylor,2 point
4,4,0%,Taylor,2 point
5,4,0%,Taylor,2 point
6,4,0%,Taylor,2 point
7,4,0%,Taylor,2 point
8,4,0%,Taylor,2 point
1,5,0%,Taylor,2 point
2,5,0%,Taylor,2 point
3,5,0%,Taylor,2 point
4,5,0%,Taylor,2 point
5,5,0%,Taylor,2 point
6,5,0%,Taylor,2 point
7,5,0%,Taylor,2 point
8,5,0%,Taylor,2 point
1,1,0%,Temu,2 point
2,1,0%,Temu,2 point
3,1,0%,Temu,2 point
4,1,100%,Temu,2 point
5,1,0%,Temu,2 point
6,1,0%,Temu,2 point
7,1,0%,Temu,2 point
8,1,0%,Temu,2 point
1,2,0%,Temu,2 point
2,2,0%,Temu,2 point
3,2,0%,Temu,2 point
4,2,0%,Temu,2 point
5,2,0%,Temu,2 point
6,2,0%,Temu,2 point
7,2,0%,Temu,2 point
8,2,0%,Temu,2 point
1,3,0%,Temu,2 point
2,3,0%,Temu,2 point
3,3,0%,Temu,2 point
4,3,0%,Temu,2 point
5,3,0%,Temu,2 point
6,3,0%,Temu,2 point
7,3,0%,Temu,2 point
8,3,0%,Temu,2 point
1,4,0%,Temu,2 point
2,4,0%,Temu,2 point
3,4,0%,Temu,2 point
4,4,0%,Temu,2 point
5,4,0%,Temu,2 point
6,4,0%,Temu,2 point
7,4,0%,Temu,2 point
8,4,0%,Temu,2 point
1,5,0%,Temu,2 point
2,5,0%,Temu,2 point
3,5,0%,Temu,2 point
4,5,0%,Temu,2 point
5,5,0%,Temu,2 point
6,5,0%,Temu,2 point
7,5,0%,Temu,2 point
8,5,0%,Temu,2 point
1,1,0%,Toeava,2 point
2,1,0%,Toeava,2 point
3,1,0%,Toeava,2 point
4,1,0%,Toeava,2 point
5,1,0%,Toeava,2 point
6,1,0%,Toeava,2 point
7,1,0%,Toeava,2 point
8,1,0%,Toeava,2 point
1,2,0%,Toeava,2 point
2,2,0%,Toeava,2 point
3,2,0%,Toeava,2 point
4,2,0%,Toeava,2 point
5,2,0%,Toeava,2 point
6,2,0%,Toeava,2 point
7,2,0%,Toeava,2 point
8,2,0%,Toeava,2 point
1,3,0%,Toeava,2 point
2,3,0%,Toeava,2 point
3,3,0%,Toeava,2 point
4,3,0%,Toeava,2 point
5,3,0%,Toeava,2 point
6,3,0%,Toeava,2 point
7,3,0%,Toeava,2 point
8,3,0%,Toeava,2 point
1,4,0%,Toeava,2 point
2,4,0%,Toeava,2 point
3,4,0%,Toeava,2 point
4,4,0%,Toeava,2 point
5,4,0%,Toeava,2 point
6,4,0%,Toeava,2 point
7,4,0%,Toeava,2 point
8,4,0%,Toeava,2 point
1,5,0%,Toeava,2 point
2,5,0%,Toeava,2 point
3,5,0%,Toeava,2 point
4,5,0%,Toeava,2 point
5,5,0%,Toeava,2 point
6,5,0%,Toeava,2 point
7,5,0%,Toeava,2 point
8,5,0%,Toeava,2 point
1,1,0%,Tui,2 point
2,1,0%,Tui,2 point
3,1,100%,Tui,2 point
4,1,0%,Tui,2 point
5,1,100%,Tui,2 point
6,1,0%,Tui,2 point
7,1,100%,Tui,2 point
8,1,0%,Tui,2 point
1,2,0%,Tui,2 point
2,2,0%,Tui,2 point
3,2,0%,Tui,2 point
4,2,0%,Tui,2 point
5,2,0%,Tui,2 point
6,2,0%,Tui,2 point
7,2,0%,Tui,2 point
8,2,0%,Tui,2 point
1,3,0%,Tui,2 point
2,3,0%,Tui,2 point
3,3,0%,Tui,2 point
4,3,0%,Tui,2 point
5,3,0%,Tui,2 point
6,3,0%,Tui,2 point
7,3,0%,Tui,2 point
8,3,0%,Tui,2 point
1,4,0%,Tui,2 point
2,4,0%,Tui,2 point
3,4,0%,Tui,2 point
4,4,0%,Tui,2 point
5,4,0%,Tui,2 point
6,4,0%,Tui,2 point
7,4,0%,Tui,2 point
8,4,0%,Tui,2 point
1,5,0%,Tui,2 point
2,5,50%,Tui,2 point
3,5,0%,Tui,2 point
4,5,0%,Tui,2 point
5,5,100%,Tui,2 point
6,5,0%,Tui,2 point
7,5,0%,Tui,2 point
8,5,0%,Tui,2 point
1,1,0%,Vui,2 point
2,1,0%,Vui,2 point
3,1,0%,Vui,2 point
4,1,0%,Vui,2 point
5,1,0%,Vui,2 point
6,1,0%,Vui,2 point
7,1,0%,Vui,2 point
8,1,0%,Vui,2 point
1,2,0%,Vui,2 point
2,2,0%,Vui,2 point
3,2,0%,Vui,2 point
4,2,0%,Vui,2 point
5,2,0%,Vui,2 point
6,2,0%,Vui,2 point
7,2,0%,Vui,2 point
8,2,0%,Vui,2 point
1,3,0%,Vui,2 point
2,3,0%,Vui,2 point
3,3,100%,Vui,2 point
4,3,0%,Vui,2 point
5,3,0%,Vui,2 point
6,3,0%,Vui,2 point
7,3,0%,Vui,2 point
8,3,0%,Vui,2 point
1,4,0%,Vui,2 point
2,4,0%,Vui,2 point
3,4,0%,Vui,2 point
4,4,0%,Vui,2 point
5,4,0%,Vui,2 point
6,4,0%,Vui,2 point
7,4,0%,Vui,2 point
8,4,0%,Vui,2 point
1,5,0%,Vui,2 point
2,5,33%,Vui,2 point
3,5,67%,Vui,2 point
4,5,0%,Vui,2 point
5,5,100%,Vui,2 point
6,5,100%,Vui,2 point
7,5,100%,Vui,2 point
8,5,0%,Vui,2 point
1,1,0%,Wallam,2 point
2,1,100%,Wallam,2 point
3,1,0%,Wallam,2 point
4,1,100%,Wallam,2 point
5,1,0%,Wallam,2 point
6,1,100%,Wallam,2 point
7,1,100%,Wallam,2 point
8,1,100%,Wallam,2 point
1,2,0%,Wallam,2 point
2,2,0%,Wallam,2 point
3,2,0%,Wallam,2 point
4,2,0%,Wallam,2 point
5,2,0%,Wallam,2 point
6,2,100%,Wallam,2 point
7,2,0%,Wallam,2 point
8,2,0%,Wallam,2 point
1,3,0%,Wallam,2 point
2,3,0%,Wallam,2 point
3,3,0%,Wallam,2 point
4,3,0%,Wallam,2 point
5,3,0%,Wallam,2 point
6,3,0%,Wallam,2 point
7,3,0%,Wallam,2 point
8,3,0%,Wallam,2 point
1,4,0%,Wallam,2 point
2,4,0%,Wallam,2 point
3,4,0%,Wallam,2 point
4,4,0%,Wallam,2 point
5,4,0%,Wallam,2 point
6,4,0%,Wallam,2 point
7,4,0%,Wallam,2 point
8,4,0%,Wallam,2 point
1,5,100%,Wallam,2 point
2,5,0%,Wallam,2 point
3,5,0%,Wallam,2 point
4,5,0%,Wallam,2 point
5,5,20%,Wallam,2 point
6,5,0%,Wallam,2 point
7,5,0%,Wallam,2 point
8,5,0%,Wallam,2 point
1,1,100%,Walmsley,2 point
2,1,100%,Walmsley,2 point
3,1,100%,Walmsley,2 point
4,1,0%,Walmsley,2 point
5,1,100%,Walmsley,2 point
6,1,0%,Walmsley,2 point
7,1,100%,Walmsley,2 point
8,1,0%,Walmsley,2 point
1,2,0%,Walmsley,2 point
2,2,100%,Walmsley,2 point
3,2,0%,Walmsley,2 point
4,2,0%,Walmsley,2 point
5,2,0%,Walmsley,2 point
6,2,0%,Walmsley,2 point
7,2,100%,Walmsley,2 point
8,2,0%,Walmsley,2 point
1,3,0%,Walmsley,2 point
2,3,0%,Walmsley,2 point
3,3,0%,Walmsley,2 point
4,3,0%,Walmsley,2 point
5,3,0%,Walmsley,2 point
6,3,0%,Walmsley,2 point
7,3,0%,Walmsley,2 point
8,3,0%,Walmsley,2 point
1,4,0%,Walmsley,2 point
2,4,0%,Walmsley,2 point
3,4,0%,Walmsley,2 point
4,4,0%,Walmsley,2 point
5,4,0%,Walmsley,2 point
6,4,0%,Walmsley,2 point
7,4,0%,Walmsley,2 point
8,4,0%,Walmsley,2 point
1,5,0%,Walmsley,2 point
2,5,0%,Walmsley,2 point
3,5,0%,Walmsley,2 point
4,5,0%,Walmsley,2 point
5,5,0%,Walmsley,2 point
6,5,100%,Walmsley,2 point
7,5,0%,Walmsley,2 point
8,5,0%,Walmsley,2 point
1,1,0%,Williams,2 point
2,1,0%,Williams,2 point
3,1,0%,Williams,2 point
4,1,0%,Williams,2 point
5,1,0%,Williams,2 point
6,1,0%,Williams,2 point
7,1,0%,Williams,2 point
8,1,0%,Williams,2 point
1,2,0%,Williams,2 point
2,2,0%,Williams,2 point
3,2,0%,Williams,2 point
4,2,0%,Williams,2 point
5,2,0%,Williams,2 point
6,2,0%,Williams,2 point
7,2,0%,Williams,2 point
8,2,0%,Williams,2 point
1,3,0%,Williams,2 point
2,3,0%,Williams,2 point
3,3,0%,Williams,2 point
4,3,0%,Williams,2 point
5,3,0%,Williams,2 point
6,3,0%,Williams,2 point
7,3,0%,Williams,2 point
8,3,0%,Williams,2 point
1,4,0%,Williams,2 point
2,4,0%,Williams,2 point
3,4,0%,Williams,2 point
4,4,0%,Williams,2 point
5,4,0%,Williams,2 point
6,4,0%,Williams,2 point
7,4,0%,Williams,2 point
8,4,0%,Williams,2 point
1,5,0%,Williams,2 point
2,5,0%,Williams,2 point
3,5,0%,Williams,2 point
4,5,0%,Williams,2 point
5,5,0%,Williams,2 point
6,5,0%,Williams,2 point
7,5,0%,Williams,2 point
8,5,0%,Williams,2 point
1,1,100%,Bird,Game
2,1,100%,Bird,Game
3,1,100%,Bird,Game
4,1,100%,Bird,Game
5,1,100%,Bird,Game
6,1,100%,Bird,Game
7,1,100%,Bird,Game
8,1,100%,Bird,Game
1,2,60%,Bird,Game
2,2,0%,Bird,Game
3,2,50%,Bird,Game
4,2,0%,Bird,Game
5,2,0%,Bird,Game
6,2,100%,Bird,Game
7,2,100%,Bird,Game
8,2,0%,Bird,Game
1,3,0%,Bird,Game
2,3,0%,Bird,Game
3,3,100%,Bird,Game
4,3,0%,Bird,Game
5,3,0%,Bird,Game
6,3,0%,Bird,Game
7,3,0%,Bird,Game
8,3,0%,Bird,Game
1,4,0%,Bird,Game
2,4,0%,Bird,Game
3,4,0%,Bird,Game
4,4,0%,Bird,Game
5,4,0%,Bird,Game
6,4,0%,Bird,Game
7,4,0%,Bird,Game
8,4,0%,Bird,Game
1,5,0%,Bird,Game
2,5,0%,Bird,Game
3,5,0%,Bird,Game
4,5,100%,Bird,Game
5,5,0%,Bird,Game
6,5,0%,Bird,Game
7,5,0%,Bird,Game
8,5,0%,Bird,Game
1,1,100%,Day,Game
2,1,0%,Day,Game
3,1,0%,Day,Game
4,1,0%,Day,Game
5,1,0%,Day,Game
6,1,0%,Day,Game
7,1,0%,Day,Game
8,1,0%,Day,Game
1,2,100%,Day,Game
2,2,100%,Day,Game
3,2,0%,Day,Game
4,2,0%,Day,Game
5,2,0%,Day,Game
6,2,0%,Day,Game
7,2,0%,Day,Game
8,2,0%,Day,Game
1,3,0%,Day,Game
2,3,0%,Day,Game
3,3,0%,Day,Game
4,3,0%,Day,Game
5,3,0%,Day,Game
6,3,100%,Day,Game
7,3,0%,Day,Game
8,3,0%,Day,Game
1,4,0%,Day,Game
2,4,0%,Day,Game
3,4,0%,Day,Game
4,4,0%,Day,Game
5,4,0%,Day,Game
6,4,0%,Day,Game
7,4,0%,Day,Game
8,4,100%,Day,Game
1,5,0%,Day,Game
2,5,0%,Day,Game
3,5,0%,Day,Game
4,5,0%,Day,Game
5,5,0%,Day,Game
6,5,0%,Day,Game
7,5,0%,Day,Game
8,5,0%,Day,Game
1,1,100%,Dijkstra,Game
2,1,100%,Dijkstra,Game
3,1,100%,Dijkstra,Game
4,1,0%,Dijkstra,Game
5,1,0%,Dijkstra,Game
6,1,100%,Dijkstra,Game
7,1,67%,Dijkstra,Game
8,1,100%,Dijkstra,Game
1,2,100%,Dijkstra,Game
2,2,100%,Dijkstra,Game
3,2,0%,Dijkstra,Game
4,2,0%,Dijkstra,Game
5,2,0%,Dijkstra,Game
6,2,100%,Dijkstra,Game
7,2,0%,Dijkstra,Game
8,2,0%,Dijkstra,Game
1,3,0%,Dijkstra,Game
2,3,0%,Dijkstra,Game
3,3,0%,Dijkstra,Game
4,3,0%,Dijkstra,Game
5,3,0%,Dijkstra,Game
6,3,0%,Dijkstra,Game
7,3,0%,Dijkstra,Game
8,3,0%,Dijkstra,Game
1,4,0%,Dijkstra,Game
2,4,0%,Dijkstra,Game
3,4,0%,Dijkstra,Game
4,4,0%,Dijkstra,Game
5,4,0%,Dijkstra,Game
6,4,0%,Dijkstra,Game
7,4,0%,Dijkstra,Game
8,4,0%,Dijkstra,Game
1,5,0%,Dijkstra,Game
2,5,0%,Dijkstra,Game
3,5,0%,Dijkstra,Game
4,5,100%,Dijkstra,Game
5,5,0%,Dijkstra,Game
6,5,0%,Dijkstra,Game
7,5,0%,Dijkstra,Game
8,5,0%,Dijkstra,Game
1,1,0%,Dunn,Game
2,1,0%,Dunn,Game
3,1,100%,Dunn,Game
4,1,100%,Dunn,Game
5,1,0%,Dunn,Game
6,1,100%,Dunn,Game
7,1,100%,Dunn,Game
8,1,100%,Dunn,Game
1,2,0%,Dunn,Game
2,2,0%,Dunn,Game
3,2,0%,Dunn,Game
4,2,0%,Dunn,Game
5,2,0%,Dunn,Game
6,2,0%,Dunn,Game
7,2,100%,Dunn,Game
8,2,0%,Dunn,Game
1,3,0%,Dunn,Game
2,3,100%,Dunn,Game
3,3,0%,Dunn,Game
4,3,0%,Dunn,Game
5,3,0%,Dunn,Game
6,3,0%,Dunn,Game
7,3,0%,Dunn,Game
8,3,0%,Dunn,Game
1,4,0%,Dunn,Game
2,4,0%,Dunn,Game
3,4,0%,Dunn,Game
4,4,0%,Dunn,Game
5,4,0%,Dunn,Game
6,4,0%,Dunn,Game
7,4,0%,Dunn,Game
8,4,0%,Dunn,Game
1,5,0%,Dunn,Game
2,5,0%,Dunn,Game
3,5,0%,Dunn,Game
4,5,0%,Dunn,Game
5,5,0%,Dunn,Game
6,5,0%,Dunn,Game
7,5,100%,Dunn,Game
8,5,100%,Dunn,Game
1,1,100%,Ekenasio,Game
2,1,100%,Ekenasio,Game
3,1,0%,Ekenasio,Game
4,1,0%,Ekenasio,Game
