X,Y,Accuracy,Player,Period
5,1,0%,Ekenasio,Game
6,1,0%,Ekenasio,Game
7,1,0%,Ekenasio,Game
8,1,100%,Ekenasio,Game
1,2,100%,Ekenasio,Game
2,2,100%,Ekenasio,Game
3,2,100%,Ekenasio,Game
4,2,0%,Ekenasio,Game
5,2,0%,Ekenasio,Game
6,2,0%,Ekenasio,Game
7,2,100%,Ekenasio,Game
8,2,100%,Ekenasio,Game
1,3,0%,Ekenasio,Game
2,3,100%,Ekenasio,Game
3,3,0%,Ekenasio,Game
4,3,0%,Ekenasio,Game
5,3,50%,Ekenasio,Game
6,3,0%,Ekenasio,Game
7,3,0%,Ekenasio,Game
8,3,0%,Ekenasio,Game
1,4,0%,Ekenasio,Game
2,4,0%,Ekenasio,Game
3,4,100%,Ekenasio,Game
4,4,0%,Ekenasio,Game
5,4,0%,Ekenasio,Game
6,4,0%,Ekenasio,Game
7,4,0%,Ekenasio,Game
8,4,0%,Ekenasio,Game
1,5,0%,Ekenasio,Game
2,5,0%,Ekenasio,Game
3,5,25%,Ekenasio,Game
4,5,0%,Ekenasio,Game
5,5,100%,Ekenasio,Game
6,5,67%,Ekenasio,Game
7,5,0%,Ekenasio,Game
8,5,0%,Ekenasio,Game
1,1,0%,Heffernan,Game
2,1,0%,Heffernan,Game
3,1,0%,Heffernan,Game
4,1,0%,Heffernan,Game
5,1,100%,Heffernan,Game
6,1,0%,Heffernan,Game
7,1,0%,Heffernan,Game
8,1,0%,Heffernan,Game
1,2,0%,Heffernan,Game
2,2,100%,Heffernan,Game
3,2,0%,Heffernan,Game
4,2,0%,Heffernan,Game
5,2,0%,Heffernan,Game
6,2,0%,Heffernan,Game
7,2,0%,Heffernan,Game
8,2,0%,Heffernan,Game
1,3,0%,Heffernan,Game
2,3,0%,Heffernan,Game
3,3,0%,Heffernan,Game
4,3,0%,Heffernan,Game
5,3,0%,Heffernan,Game
6,3,0%,Heffernan,Game
7,3,0%,Heffernan,Game
8,3,0%,Heffernan,Game
1,4,0%,Heffernan,Game
2,4,0%,Heffernan,Game
3,4,0%,Heffernan,Game
4,4,0%,Heffernan,Game
5,4,0%,Heffernan,Game
6,4,0%,Heffernan,Game
7,4,0%,Heffernan,Game
8,4,0%,Heffernan,Game
1,5,50%,Heffernan,Game
2,5,0%,Heffernan,Game
3,5,0%,Heffernan,Game
4,5,0%,Heffernan,Game
5,5,0%,Heffernan,Game
6,5,0%,Heffernan,Game
7,5,100%,Heffernan,Game
8,5,0%,Heffernan,Game
1,1,100%,Lafi'ili,Game
2,1,100%,Lafi'ili,Game
3,1,0%,Lafi'ili,Game
4,1,0%,Lafi'ili,Game
5,1,50%,Lafi'ili,Game
6,1,100%,Lafi'ili,Game
7,1,100%,Lafi'ili,Game
8,1,0%,Lafi'ili,Game
1,2,100%,Lafi'ili,Game
2,2,100%,Lafi'ili,Game
3,2,100%,Lafi'ili,Game
4,2,0%,Lafi'ili,Game
5,2,0%,Lafi'ili,Game
6,2,0%,Lafi'ili,Game
7,2,0%,Lafi'ili,Game
8,2,0%,Lafi'ili,Game
1,3,0%,Lafi'ili,Game
2,3,0%,Lafi'ili,Game
3,3,0%,Lafi'ili,Game
4,3,0%,Lafi'ili,Game
5,3,100%,Lafi'ili,Game
6,3,0%,Lafi'ili,Game
7,3,0%,Lafi'ili,Game
8,3,0%,Lafi'ili,Game
1,4,100%,Lafi'ili,Game
2,4,0%,Lafi'ili,Game
3,4,0%,Lafi'ili,Game
4,4,0%,Lafi'ili,Game
5,4,0%,Lafi'ili,Game
6,4,0%,Lafi'ili,Game
7,4,0%,Lafi'ili,Game
8,4,100%,Lafi'ili,Game
1,5,50%,Lafi'ili,Game
2,5,0%,Lafi'ili,Game
3,5,0%,Lafi'ili,Game
4,5,0%,Lafi'ili,Game
5,5,0%,Lafi'ili,Game
6,5,100%,Lafi'ili,Game
7,5,0%,Lafi'ili,Game
8,5,0%,Lafi'ili,Game
1,1,0%,Malesala,Game
2,1,0%,Malesala,Game
3,1,0%,Malesala,Game
4,1,0%,Malesala,Game
5,1,0%,Malesala,Game
6,1,0%,Malesala,Game
7,1,0%,Malesala,Game
8,1,100%,Malesala,Game
1,2,0%,Malesala,Game
2,2,0%,Malesala,Game
3,2,0%,Malesala,Game
4,2,0%,Malesala,Game
5,2,0%,Malesala,Game
6,2,0%,Malesala,Game
7,2,0%,Malesala,Game
8,2,0%,Malesala,Game
1,3,0%,Malesala,Game
2,3,0%,Malesala,Game
3,3,0%,Malesala,Game
4,3,0%,Malesala,Game
5,3,0%,Malesala,Game
6,3,0%,Malesala,Game
7,3,0%,Malesala,Game
8,3,0%,Malesala,Game
1,4,0%,Malesala,Game
2,4,0%,Malesala,Game
3,4,0%,Malesala,Game
4,4,0%,Malesala,Game
5,4,0%,Malesala,Game
6,4,0%,Malesala,Game
7,4,0%,Malesala,Game
8,4,0%,Malesala,Game
1,5,0%,Malesala,Game
2,5,0%,Malesala,Game
3,5,0%,Malesala,Game
4,5,0%,Malesala,Game
5,5,0%,Malesala,Game
6,5,0%,Malesala,Game
7,5,0%,Malesala,Game
8,5,0%,Malesala,Game
1,1,0%,Pelasio,Game
2,1,0%,Pelasio,Game
3,1,0%,Pelasio,Game
4,1,0%,Pelasio,Game
5,1,0%,Pelasio,Game
6,1,0%,Pelasio,Game
7,1,0%,Pelasio,Game
8,1,0%,Pelasio,Game
1,2,0%,Pelasio,Game
2,2,100%,Pelasio,Game
3,2,0%,Pelasio,Game
4,2,0%,Pelasio,Game
5,2,0%,Pelasio,Game
6,2,0%,Pelasio,Game
7,2,100%,Pelasio,Game
8,2,0%,Pelasio,Game
1,3,0%,Pelasio,Game
2,3,0%,Pelasio,Game
3,3,100%,Pelasio,Game
4,3,100%,Pelasio,Game
5,3,0%,Pelasio,Game
6,3,0%,Pelasio,Game
7,3,0%,Pelasio,Game
8,3,0%,Pelasio,Game
1,4,0%,Pelasio,Game
2,4,0%,Pelasio,Game
3,4,100%,Pelasio,Game
4,4,40%,Pelasio,Game
5,4,33%,Pelasio,Game
6,4,100%,Pelasio,Game
7,4,0%,Pelasio,Game
8,4,0%,Pelasio,Game
1,5,0%,Pelasio,Game
2,5,0%,Pelasio,Game
3,5,100%,Pelasio,Game
4,5,100%,Pelasio,Game
5,5,50%,Pelasio,Game
6,5,75%,Pelasio,Game
7,5,33%,Pelasio,Game
8,5,0%,Pelasio,Game
1,1,100%,Salmon,Game
2,1,100%,Salmon,Game
3,1,100%,Salmon,Game
4,1,100%,Salmon,Game
5,1,100%,Salmon,Game
6,1,100%,Salmon,Game
7,1,100%,Salmon,Game
8,1,83%,Salmon,Game
1,2,100%,Salmon,Game
2,2,100%,Salmon,Game
3,2,100%,Salmon,Game
4,2,0%,Salmon,Game
5,2,100%,Salmon,Game
6,2,100%,Salmon,Game
7,2,100%,Salmon,Game
8,2,100%,Salmon,Game
1,3,0%,Salmon,Game
2,3,0%,Salmon,Game
3,3,0%,Salmon,Game
4,3,0%,Salmon,Game
5,3,100%,Salmon,Game
6,3,0%,Salmon,Game
7,3,0%,Salmon,Game
8,3,0%,Salmon,Game
1,4,0%,Salmon,Game
2,4,0%,Salmon,Game
3,4,0%,Salmon,Game
4,4,0%,Salmon,Game
5,4,0%,Salmon,Game
6,4,0%,Salmon,Game
7,4,0%,Salmon,Game
8,4,0%,Salmon,Game
1,5,0%,Salmon,Game
2,5,0%,Salmon,Game
3,5,0%,Salmon,Game
4,5,0%,Salmon,Game
5,5,0%,Salmon,Game
6,5,0%,Salmon,Game
7,5,0%,Salmon,Game
8,5,0%,Salmon,Game
1,1,100%,Schwalger,Game
2,1,0%,Schwalger,Game
3,1,100%,Schwalger,Game
4,1,100%,Schwalger,Game
5,1,0%,Schwalger,Game
6,1,0%,Schwalger,Game
7,1,100%,Schwalger,Game
8,1,100%,Schwalger,Game
1,2,0%,Schwalger,Game
2,2,0%,Schwalger,Game
3,2,100%,Schwalger,Game
4,2,0%,Schwalger,Game
5,2,0%,Schwalger,Game
6,2,50%,Schwalger,Game
7,2,0%,Schwalger,Game
8,2,0%,Schwalger,Game
1,3,0%,Schwalger,Game
2,3,100%,Schwalger,Game
3,3,0%,Schwalger,Game
4,3,0%,Schwalger,Game
5,3,0%,Schwalger,Game
6,3,0%,Schwalger,Game
7,3,0%,Schwalger,Game
8,3,0%,Schwalger,Game
1,4,0%,Schwalger,Game
2,4,0%,Schwalger,Game
3,4,0%,Schwalger,Game
4,4,0%,Schwalger,Game
5,4,0%,Schwalger,Game
6,4,100%,Schwalger,Game
7,4,0%,Schwalger,Game
8,4,0%,Schwalger,Game
1,5,0%,Schwalger,Game
2,5,0%,Schwalger,Game
3,5,0%,Schwalger,Game
4,5,0%,Schwalger,Game
5,5,0%,Schwalger,Game
6,5,0%,Schwalger,Game
7,5,0%,Schwalger,Game
8,5,0%,Schwalger,Game
1,1,0%,Selby-Rickett,Game
2,1,100%,Selby-Rickett,Game
3,1,0%,Selby-Rickett,Game
4,1,0%,Selby-Rickett,Game
5,1,0%,Selby-Rickett,Game
6,1,0%,Selby-Rickett,Game
7,1,100%,Selby-Rickett,Game
8,1,100%,Selby-Rickett,Game
1,2,0%,Selby-Rickett,Game
2,2,100%,Selby-Rickett,Game
3,2,100%,Selby-Rickett,Game
4,2,0%,Selby-Rickett,Game
5,2,100%,Selby-Rickett,Game
6,2,0%,Selby-Rickett,Game
7,2,0%,Selby-Rickett,Game
8,2,100%,Selby-Rickett,Game
1,3,100%,Selby-Rickett,Game
2,3,0%,Selby-Rickett,Game
3,3,0%,Selby-Rickett,Game
4,3,100%,Selby-Rickett,Game
5,3,0%,Selby-Rickett,Game
6,3,50%,Selby-Rickett,Game
7,3,100%,Selby-Rickett,Game
8,3,100%,Selby-Rickett,Game
1,4,0%,Selby-Rickett,Game
2,4,0%,Selby-Rickett,Game
3,4,0%,Selby-Rickett,Game
4,4,0%,Selby-Rickett,Game
5,4,0%,Selby-Rickett,Game
6,4,100%,Selby-Rickett,Game
7,4,0%,Selby-Rickett,Game
8,4,100%,Selby-Rickett,Game
1,5,100%,Selby-Rickett,Game
2,5,50%,Selby-Rickett,Game
3,5,0%,Selby-Rickett,Game
4,5,50%,Selby-Rickett,Game
5,5,0%,Selby-Rickett,Game
6,5,100%,Selby-Rickett,Game
7,5,0%,Selby-Rickett,Game
8,5,100%,Selby-Rickett,Game
1,1,0%,Southby,Game
2,1,0%,Southby,Game
3,1,0%,Southby,Game
4,1,0%,Southby,Game
5,1,0%,Southby,Game
6,1,0%,Southby,Game
7,1,100%,Southby,Game
8,1,0%,Southby,Game
1,2,0%,Southby,Game
2,2,0%,Southby,Game
3,2,0%,Southby,Game
4,2,0%,Southby,Game
5,2,0%,Southby,Game
6,2,0%,Southby,Game
7,2,0%,Southby,Game
8,2,0%,Southby,Game
1,3,0%,Southby,Game
2,3,100%,Southby,Game
3,3,0%,Southby,Game
4,3,100%,Southby,Game
5,3,0%,Southby,Game
6,3,0%,Southby,Game
7,3,0%,Southby,Game
8,3,0%,Southby,Game
1,4,0%,Southby,Game
2,4,0%,Southby,Game
3,4,0%,Southby,Game
4,4,100%,Southby,Game
5,4,0%,Southby,Game
6,4,50%,Southby,Game
7,4,0%,Southby,Game
8,4,0%,Southby,Game
1,5,0%,Southby,Game
2,5,100%,Southby,Game
3,5,0%,Southby,Game
4,5,0%,Southby,Game
5,5,0%,Southby,Game
6,5,0%,Southby,Game
7,5,0%,Southby,Game
8,5,100%,Southby,Game
1,1,100%,Taylor,Game
2,1,50%,Taylor,Game
3,1,0%,Taylor,Game
4,1,0%,Taylor,Game
5,1,100%,Taylor,Game
6,1,100%,Taylor,Game
7,1,0%,Taylor,Game
8,1,100%,Taylor,Game
1,2,0%,Taylor,Game
2,2,100%,Taylor,Game
3,2,0%,Taylor,Game
4,2,0%,Taylor,Game
5,2,0%,Taylor,Game
6,2,0%,Taylor,Game
7,2,0%,Taylor,Game
8,2,0%,Taylor,Game
1,3,0%,Taylor,Game
2,3,0%,Taylor,Game
3,3,0%,Taylor,Game
4,3,0%,Taylor,Game
5,3,0%,Taylor,Game
6,3,0%,Taylor,Game
7,3,0%,Taylor,Game
8,3,0%,Taylor,Game
1,4,0%,Taylor,Game
2,4,0%,Taylor,Game
3,4,0%,Taylor,Game
4,4,0%,Taylor,Game
5,4,0%,Taylor,Game
6,4,0%,Taylor,Game
7,4,0%,Taylor,Game
8,4,0%,Taylor,Game
1,5,0%,Taylor,Game
2,5,0%,Taylor,Game
3,5,0%,Taylor,Game
4,5,0%,Taylor,Game
5,5,0%,Taylor,Game
6,5,0%,Taylor,Game
7,5,0%,Taylor,Game
8,5,0%,Taylor,Game
1,1,50%,Temu,Game
2,1,0%,Temu,Game
3,1,100%,Temu,Game
4,1,100%,Temu,Game
5,1,100%,Temu,Game
6,1,100%,Temu,Game
7,1,0%,Temu,Game
8,1,86%,Temu,Game
1,2,0%,Temu,Game
2,2,0%,Temu,Game
3,2,0%,Temu,Game
4,2,100%,Temu,Game
5,2,0%,Temu,Game
6,2,0%,Temu,Game
7,2,0%,Temu,Game
8,2,0%,Temu,Game
1,3,0%,Temu,Game
2,3,0%,Temu,Game
3,3,0%,Temu,Game
4,3,0%,Temu,Game
5,3,0%,Temu,Game
6,3,0%,Temu,Game
7,3,0%,Temu,Game
8,3,0%,Temu,Game
1,4,0%,Temu,Game
2,4,0%,Temu,Game
3,4,0%,Temu,Game
4,4,0%,Temu,Game
5,4,0%,Temu,Game
6,4,0%,Temu,Game
7,4,100%,Temu,Game
8,4,0%,Temu,Game
1,5,0%,Temu,Game
2,5,0%,Temu,Game
3,5,0%,Temu,Game
4,5,0%,Temu,Game
5,5,0%,Temu,Game
6,5,0%,Temu,Game
7,5,0%,Temu,Game
8,5,0%,Temu,Game
1,1,0%,Toeava,Game
2,1,0%,Toeava,Game
3,1,0%,Toeava,Game
4,1,0%,Toeava,Game
5,1,0%,Toeava,Game
6,1,0%,Toeava,Game
7,1,0%,Toeava,Game
8,1,0%,Toeava,Game
1,2,0%,Toeava,Game
2,2,0%,Toeava,Game
3,2,0%,Toeava,Game
4,2,0%,Toeava,Game
5,2,0%,Toeava,Game
6,2,0%,Toeava,Game
7,2,0%,Toeava,Game
8,2,0%,Toeava,Game
1,3,0%,Toeava,Game
2,3,0%,Toeava,Game
3,3,0%,Toeava,Game
4,3,0%,Toeava,Game
5,3,0%,Toeava,Game
6,3,0%,Toeava,Game
7,3,0%,Toeava,Game
8,3,0%,Toeava,Game
1,4,0%,Toeava,Game
2,4,0%,Toeava,Game
3,4,0%,Toeava,Game
4,4,0%,Toeava,Game
5,4,0%,Toeava,Game
6,4,0%,Toeava,Game
7,4,0%,Toeava,Game
8,4,0%,Toeava,Game
1,5,0%,Toeava,Game
2,5,0%,Toeava,Game
3,5,0%,Toeava,Game
4,5,0%,Toeava,Game
5,5,0%,Toeava,Game
6,5,0%,Toeava,Game
7,5,0%,Toeava,Game
8,5,0%,Toeava,Game
1,1,100%,Tui,Game
2,1,100%,Tui,Game
3,1,100%,Tui,Game
4,1,100%,Tui,Game
5,1,100%,Tui,Game
6,1,100%,Tui,Game
7,1,100%,Tui,Game
8,1,67%,Tui,Game
1,2,100%,Tui,Game
2,2,0%,Tui,Game
3,2,0%,Tui,Game
4,2,0%,Tui,Game
5,2,0%,Tui,Game
6,2,0%,Tui,Game
7,2,100%,Tui,Game
8,2,0%,Tui,Game
1,3,0%,Tui,Game
2,3,0%,Tui,Game
3,3,0%,Tui,Game
4,3,0%,Tui,Game
5,3,0%,Tui,Game
6,3,0%,Tui,Game
7,3,0%,Tui,Game
8,3,0%,Tui,Game
1,4,0%,Tui,Game
2,4,0%,Tui,Game
3,4,0%,Tui,Game
4,4,0%,Tui,Game
5,4,0%,Tui,Game
6,4,0%,Tui,Game
7,4,100%,Tui,Game
8,4,0%,Tui,Game
1,5,0%,Tui,Game
2,5,50%,Tui,Game
3,5,0%,Tui,Game
4,5,0%,Tui,Game
5,5,100%,Tui,Game
6,5,50%,Tui,Game
7,5,0%,Tui,Game
8,5,0%,Tui,Game
1,1,100%,Vui,Game
2,1,0%,Vui,Game
3,1,33%,Vui,Game
4,1,0%,Vui,Game
5,1,0%,Vui,Game
6,1,0%,Vui,Game
7,1,50%,Vui,Game
8,1,0%,Vui,Game
1,2,100%,Vui,Game
2,2,0%,Vui,Game
3,2,100%,Vui,Game
4,2,0%,Vui,Game
5,2,0%,Vui,Game
6,2,100%,Vui,Game
7,2,0%,Vui,Game
8,2,0%,Vui,Game
1,3,100%,Vui,Game
2,3,50%,Vui,Game
3,3,100%,Vui,Game
4,3,0%,Vui,Game
5,3,0%,Vui,Game
6,3,100%,Vui,Game
7,3,0%,Vui,Game
8,3,67%,Vui,Game
1,4,0%,Vui,Game
2,4,0%,Vui,Game
3,4,0%,Vui,Game
4,4,0%,Vui,Game
5,4,0%,Vui,Game
6,4,0%,Vui,Game
7,4,100%,Vui,Game
8,4,0%,Vui,Game
1,5,0%,Vui,Game
2,5,33%,Vui,Game
3,5,67%,Vui,Game
4,5,0%,Vui,Game
5,5,100%,Vui,Game
6,5,100%,Vui,Game
7,5,100%,Vui,Game
8,5,0%,Vui,Game
1,1,100%,Wallam,Game
2,1,100%,Wallam,Game
3,1,92%,Wallam,Game
4,1,78%,Wallam,Game
5,1,83%,Wallam,Game
6,1,100%,Wallam,Game
7,1,100%,Wallam,Game
8,1,78%,Wallam,Game
1,2,100%,Wallam,Game
2,2,100%,Wallam,Game
3,2,0%,Wallam,Game
4,2,0%,Wallam,Game
5,2,0%,Wallam,Game
6,2,83%,Wallam,Game
7,2,100%,Wallam,Game
8,2,100%,Wallam,Game
1,3,0%,Wallam,Game
2,3,0%,Wallam,Game
3,3,0%,Wallam,Game
4,3,0%,Wallam,Game
5,3,0%,Wallam,Game
6,3,0%,Wallam,Game
7,3,0%,Wallam,Game
8,3,0%,Wallam,Game
1,4,0%,Wallam,Game
2,4,0%,Wallam,Game
3,4,0%,Wallam,Game
4,4,100%,Wallam,Game
5,4,0%,Wallam,Game
6,4,0%,Wallam,Game
7,4,0%,Wallam,Game
8,4,0%,Wallam,Game
1,5,100%,Wallam,Game
2,5,0%,Wallam,Game
3,5,0%,Wallam,Game
4,5,0%,Wallam,Game
5,5,20%,Wallam,Game
6,5,0%,Wallam,Game
7,5,0%,Wallam,Game
8,5,0%,Wallam,Game
1,1,100%,Walmsley,Game
2,1,100%,Walmsley,Game
3,1,100%,Walmsley,Game
4,1,100%,Walmsley,Game
5,1,100%,Walmsley,Game
6,1,100%,Walmsley,Game
7,1,83%,Walmsley,Game
8,1,100%,Walmsley,Game
1,2,100%,Walmsley,Game
2,2,100%,Walmsley,Game
3,2,100%,Walmsley,Game
4,2,0%,Walmsley,Game
5,2,0%,Walmsley,Game
6,2,0%,Walmsley,Game
7,2,100%,Walmsley,Game
8,2,0%,Walmsley,Game
1,3,0%,Walmsley,Game
2,3,0%,Walmsley,Game
3,3,0%,Walmsley,Game
4,3,0%,Walmsley,Game
5,3,0%,Walmsley,Game
6,3,0%,Walmsley,Game
7,3,0%,Walmsley,Game
8,3,0%,Walmsley,Game
1,4,0%,Walmsley,Game
2,4,0%,Walmsley,Game
3,4,0%,Walmsley,Game
4,4,0%,Walmsley,Game
5,4,0%,Walmsley,Game
6,4,0%,Walmsley,Game
7,4,0%,Walmsley,Game
8,4,0%,Walmsley,Game
1,5,0%,Walmsley,Game
2,5,0%,Walmsley,Game
3,5,0%,Walmsley,Game
4,5,0%,Walmsley,Game
5,5,0%,Walmsley,Game
6,5,100%,Walmsley,Game
7,5,0%,Walmsley,Game
8,5,0%,Walmsley,Game
1,1,0%,Williams,Game
2,1,0%,Williams,Game
3,1,0%,Williams,Game
4,1,0%,Williams,Game
5,1,0%,Williams,Game
6,1,0%,Williams,Game
7,1,0%,Williams,Game
8,1,0%,Williams,Game
1,2,0%,Williams,Game
2,2,0%,Williams,Game
3,2,0%,Williams,Game
4,2,0%,Williams,Game
5,2,0%,Williams,Game
6,2,0%,Williams,Game
7,2,0%,Williams,Game
8,2,0%,Williams,Game
1,3,0%,Williams,Game
2,3,0%,Williams,Game
3,3,0%,Williams,Game
4,3,0%,Williams,Game
5,3,0%,Williams,Game
6,3,0%,Williams,Game
7,3,0%,Williams,Game
8,3,0%,Williams,Game
1,4,0%,Williams,Game
2,4,0%,Williams,Game
3,4,0%,Williams,Game
4,4,0%,Williams,Game
5,4,0%,Williams,Game
6,4,0%,Williams,Game
7,4,0%,Williams,Game
8,4,0%,Williams,Game
1,5,0%,Williams,Game
2,5,0%,Williams,Game
3,5,0%,Williams,Game
4,5,0%,Williams,Game
5,5,0%,Williams,Game
6,5,0%,Williams,Game
7,5,0%,Williams,Game
8,5,0%,Williams,Game
